LFQ intensity BvO325_ccpa_MG1363_1	LFQ intensity BvO326_ccpa_MG1363_2	LFQ intensity BvO327_ccpa_MG1363_3	LFQ intensity BvO328_ccpa_MG1363_4	LFQ intensity BvO329_wt_MG1363_1	LFQ intensity BvO330_wt_MG1363_2	LFQ intensity BvO331_wt_MG1363_3	LFQ intensity BvO332_wt_MG1363_4	Only identified by site	Reverse	Potential contaminant	FilteredRows	Protein names	Gene names	Gene names  (primary )	Gene names  (ordered locus )	Intramembrane	Transmembrane	Student's T-test Significant ccpa mutant_wt	Student's T-test significant	Length	EC number	Gene names  (primary )_	Gene names  (ordered locus )_	Mass	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Intramembrane_	Subcellular location [CC]	Topological domain	Transmembrane_	Cross-reference (PRIDE)	Cross-reference (KEGG)	Cross-reference (BRENDA)	Cross-reference (eggNOG)	Cross-reference (KO)	COGcatcombined	id	Number of proteins	Peptides	Unique peptides	Sequence coverage    	Mol  weight  kDa 	Sequence length	Q value	Score	Intensity	iBAQ	iBAQ BvO325_ccpa_MG1363_1	iBAQ BvO326_ccpa_MG1363_2	iBAQ BvO327_ccpa_MG1363_3	iBAQ BvO328_ccpa_MG1363_4	iBAQ BvO329_wt_MG1363_1	iBAQ BvO330_wt_MG1363_2	iBAQ BvO331_wt_MG1363_3	iBAQ BvO332_wt_MG1363_4	-Log Student's T-test p-value ccpa mutant_wt	Student's T-test q-value ccpa mutant_wt	Student's T-test Difference ccpa mutant_wt	Student's T-test Test statistic ccpa mutant_wt	Sequence length_	Average molecular mass	Number of theoretical peptides (trypsin/P, 7-30)	Protein IDs	Majority protein IDs	Fasta headers	Gene name	Protein name
6.74969005584717	6.80543279647827	6.8986759185791	6.86494970321655	6.87476015090942	6.8188591003418	6.75750970840454	6.74313354492188					Uncharacterized protein	llmg_2225		llmg_2225	0	TRANSMEM 115 138 Helical. {ECO:0000256|SAM:Phobius}.			298			llmg_2225	31,680		DNA binding [GO:0003677]	integral component of membrane [GO:0016021]	0	0	0	TRANSMEM 115 138 Helical. {ECO:0000256|SAM:Phobius}.	0	llm:llmg_2225	0	COG1426;ENOG4105MY8		S	944	1	3	3	13.8	31.679	298	0	47.736	36636000	2155000	391340	150860	279430	330670	406910	277100	139700	179040	0.290519097819597	0.695561643835616	0.0311214923858643	0.0297901673597006	298	31679.87518	17	A2RNA4	A2RNA4	tr|A2RNA4|A2RNA4_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_2225 PE=4 SV=1	llmg_2225	Uncharacterized protein
7.6532416343689	7.56323194503784	7.76022624969482	7.74986743927002	7.57596111297607	7.77553033828735	7.60452842712402	7.82676124572754					Uncharacterized protein	llmg_2228		llmg_2228	0	0			120			llmg_2228	13,583		RNA binding [GO:0003723]		0	0	0	0	0	llm:llmg_2228	0	COG2501;ENOG410848D		S	945	1	3	3	30	13.582	120	0	29.951	292180000	41740000	6948800	4369000	6973200	5104500	3686500	6283600	5963700	2410300	0.0645586614486102	0.880504901960784	-0.0140534639358521	-0.0130440758820724	120	13582.62818	7	A2RNA7	A2RNA7	tr|A2RNA7|A2RNA7_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_2228 PE=4 SV=1	llmg_2228	Uncharacterized protein
6.39181709289551	6.49717855453491	6.39325904846191	6.53307247161865	6.34537363052368	6.3867130279541	6.46268224716187	6.41158580780029					Uncharacterized protein	llmg_2232		llmg_2232	0	0			321			llmg_2232	35,873				0	0	0	0	0	llm:llmg_2232	0	COG4814;ENOG4108VK6		S	946	1	3	3	11.5	35.872	321	0	22.273	15732000	925410	146040	124750	140170	148560	63979	88340	147450	66119	0.557965990806243	0.529207177814029	0.0522431135177612	0.0500570338347737	321	35872.62478	17	A2RNB1	A2RNB1	tr|A2RNB1|A2RNB1_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_2232 PE=4 SV=1	llmg_2232	Uncharacterized protein
8.33781814575195	8.3123254776001	8.27866172790527	8.33941173553467	8.32658195495605	8.30029106140137	8.25268268585205	8.35915184020996					GalE protein (EC 5.1.3.2)	galE llmg_2233	galE	llmg_2233	0	0			326	5.1.3.2	galE	llmg_2233	36,292	galactose metabolic process [GO:0006012]	UDP-glucose 4-epimerase activity [GO:0003978]		0	0	0	0	0	llm:llmg_2233	0	COG1087;ENOG4105CMR	K01784	M	947	1	14	14	46	36.292	326	0	112.64	1209400000	60470000	11661000	9615000	8805300	6558900	6425700	6912000	6755400	3736500	0.10187737332959	0.927713625866051	0.00737738609313965	0.00718615986568666	326	36292.00438	20	A2RNB2	A2RNB2	tr|A2RNB2|A2RNB2_LACLM GalE protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=galE PE=4 SV=1	galE	GalE protein
6.86124753952026	7.06907558441162	7.005051612854	7.24069881439209	7.28080606460571	7.20373964309692	6.83404541015625	6.86867380142212					Putative Nicotinamide-nucleotide adenylyltransferase (EC 2.7.7.1)	nadR llmg_2241	nadR	llmg_2241	0	0			379	2.7.7.1	nadR	llmg_2241	44,061	negative regulation of transcription, DNA-templated [GO:0045892];pyridine nucleotide biosynthetic process [GO:0019363];transport [GO:0006810]	DNA binding [GO:0003677];nicotinamide-nucleotide adenylyltransferase activity [GO:0000309];nucleotide binding [GO:0000166]		0	0	0	0	0	llm:llmg_2241	0	COG1056;COG3172;ENOG4107VZS		K	948	1	3	3	8.2	44.061	379	0	7.6038	75580000	3286100	514620	443410	434060	486070	339590	682860	188300	197180	0.00676113966773465	0.973919821826281	-0.00279784202575684	-0.00245720185362182	379	44061.29118	23	A2RNB8	A2RNB8	tr|A2RNB8|A2RNB8_LACLM Putative Nicotinamide-nucleotide adenylyltransferase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=nadR PE=4 SV=1	nadR	Putative Nicotinamide-nucleotide adenylyltransferase
7.77018165588379	7.75882863998413	7.74880027770996	7.76877117156982	7.82718849182129	7.79366445541382	7.7761926651001	7.87238931655884					Uncharacterized protein	llmg_2242		llmg_2242	0	0			325			llmg_2242	36,546	oxidation-reduction process [GO:0055114]	NAD binding [GO:0051287]		0	0	0	0	0	llm:llmg_2242	0	COG0111;ENOG4108RMZ		C	949	1	11	11	37.2	36.545	325	0	85.921	369100000	30758000	5984300	4452900	4346300	3193300	2888700	3368200	4209900	2314700	1.36823403941889	0.492522613065327	-0.0557132959365845	-0.054527236741933	325	36545.60288	12	A2RNB9	A2RNB9	tr|A2RNB9|A2RNB9_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_2242 PE=4 SV=1	llmg_2242	Uncharacterized protein
7.13382625579834	6.90687370300293	7.04641723632813	7.02218103408813	7.139564037323	7.02316999435425	7.01761770248413	7.11624240875244					Uncharacterized protein	llmg_2243		llmg_2243	0	0			430			llmg_2243	47,871		peptidase activity [GO:0008233]		0	0	0	0	0	llm:llmg_2243	0	COG0826;ENOG4105CFP	K08303	O	950	1	6	6	16.5	47.871	430	0	51.625	67233000	3361600	626130	255010	409560	364130	330890	428490	689660	257770	0.358804162492605	0.56897213622291	-0.0468239784240723	-0.0443267010000729	430	47871.4469799999	20	A2RNC0	A2RNC0	tr|A2RNC0|A2RNC0_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_2243 PE=4 SV=1	llmg_2243	Uncharacterized protein
7.34537363052368	7.28793621063232	7.26088190078735	7.31693458557129	7.15140056610107	7.23144388198853	7.25664567947388	7.14872598648071					Uncharacterized protein	llmg_2244		llmg_2244	0	0			323			llmg_2244	36,688		peptidase activity [GO:0008233]		0	0	0	0	0	llm:llmg_2244	0	COG0826;ENOG4105XYU		O	951	1	5	5	16.7	36.687	323	0	12.162	107880000	6346000	1435300	700670	858840	621560	552100	659820	1091100	426630	1.72751881793523	0.296230576441103	0.105727553367615	0.102340507269384	323	36687.82238	17	A2RNC1	A2RNC1	tr|A2RNC1|A2RNC1_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_2244 PE=4 SV=1	llmg_2244	Uncharacterized protein
7.26817989349365	7.28413724899292	7.30835103988647	7.43285703659058	7.30362796783447	7.25229454040527	7.47171688079834	7.33302402496338					Putative abortive phage resistance	llmg_2248		llmg_2248	0	0			440			llmg_2248	50,256		ATP binding [GO:0005524]		0	0	0	0	0	llm:llmg_2248	0	ENOG4108KT8;ENOG41100FH		S	954	1	6	6	15.5	50.255	440	0	17.334	128100000	6099900	899950	658290	803850	760900	799230	725560	1225300	226770	0.102870584598453	0.84643695380774	-0.0167845487594604	-0.0158343637874113	440	50255.7364799999	21	A2RNC5	A2RNC5	tr|A2RNC5|A2RNC5_LACLM Putative abortive phage resistance OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_2248 PE=4 SV=1	llmg_2248	Putative abortive phage resistance
7.41249418258667	7.42041778564453	7.4514946937561	7.50190782546997	7.39571094512939	7.40493631362915	7.25913953781128	7.46392297744751					Uncharacterized protein	ps507 llmg_2262	ps507	llmg_2262	0	0			180		ps507	llmg_2262	20,578		sequence-specific DNA binding [GO:0043565]		0	0	0	0	0	llm:llmg_2262	0	ENOG4107KA0;ENOG410ZQAS		S	955	1	6	6	33.3	20.577	180	0	34.203	150850000	15085000	2986200	2648800	2342000	1418200	1075100	1043600	1461700	2109000	0.659685166917355	0.445439421338156	0.0656511783599854	0.0626546962357723	180	20577.53998	10	A2RND9	A2RND9	tr|A2RND9|A2RND9_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=ps507 PE=4 SV=1	ps507	Uncharacterized protein
8.17067241668701	8.0116548538208	8.09489059448242	8.13560962677002	8.21346473693848	8.20431041717529	8.25736618041992	7.96261072158813					Copper homeostasis protein cutC	cutC llmg_2269	cutC	llmg_2269	0	0			208		cutC	llmg_2269	22,566	copper ion homeostasis [GO:0055070]	copper ion binding [GO:0005507]		0	0	0	0	0	llm:llmg_2269	0	COG3142;ENOG4106N3A	K06201	P	957	1	8	8	51.4	22.565	208	0	40.584	807300000	73391000	10562000	6735700	10054000	9576800	8409700	10070000	14095000	3887500	0.317687754634145	0.508976897689769	-0.0562311410903931	-0.0523130215302263	208	22565.68918	11	A2RNE6	A2RNE6	tr|A2RNE6|A2RNE6_LACLM Copper homeostasis protein cutC OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=cutC PE=3 SV=1	cutC	Copper homeostasis protein cutC
7.43550968170166	7.37108612060547	7.38674879074097	7.37714242935181	7.37093830108643	7.32739973068237	7.50801753997803	7.19937133789063					ABC-type transporter ATP-binding protein	ecsA llmg_2271	ecsA	llmg_2271	0	0			256		ecsA	llmg_2271	28,539		ATP binding [GO:0005524];ATPase activity [GO:0016887]		0	0	0	0	0	llm:llmg_2271	0	COG1131;ENOG4105E5I	K01990	V	959	1	3	3	16.4	28.539	256	0	19.033	143310000	11943000	2327000	1519000	1503200	1192700	1132400	1233300	2325800	709360	0.258480463351942	0.621580980683507	0.0411900281906128	0.0386650128615299	256	28539.19638	12	A2RNE8	A2RNE8	tr|A2RNE8|A2RNE8_LACLM ABC-type transporter ATP-binding protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=ecsA PE=4 SV=1	ecsA	ABC-type transporter ATP-binding protein
6.09815883636475	6.23864793777466	6.23854780197144	6.32319021224976	6.47180509567261	6.25117588043213	6.2225604057312	6.51433515548706					Uncharacterized protein	llmg_2272		llmg_2272	0	TRANSMEM 132 155 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 175 202 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 223 251 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 24 46 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 271 292 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 313 333 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 75 98 Helical. {ECO:0000256|SAM:Phobius}.			592			llmg_2272	67,523	lipid metabolic process [GO:0006629]	glycerophosphodiester phosphodiesterase activity [GO:0008889]	integral component of membrane [GO:0016021]	0	0	0	TRANSMEM 132 155 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 175 202 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 223 251 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 24 46 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 271 292 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 313 333 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 75 98 Helical. {ECO:0000256|SAM:Phobius}.	0	llm:llmg_2272	0	COG0584;COG4781;ENOG4105YNR	K01126	C	960	1	2	2	5.9	67.522	592	0	49.178	11551000	525030	57340	59536	58728	60017	91333	54347	67673	76056	0.790139591188639	0.264253968253968	-0.140332937240601	-0.128975490050884	592	67523.0358799999	22	A2RNE9	A2RNE9	tr|A2RNE9|A2RNE9_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_2272 PE=4 SV=1	llmg_2272	Uncharacterized protein
6.81614828109741	6.80892610549927	6.91868019104004	6.85201025009155	6.83680486679077	6.86967754364014	6.87386083602905	6.80264377593994					Uncharacterized protein	llmg_2273		llmg_2273	0	0			132			llmg_2273	14,827		catalytic activity [GO:0003824]		0	0	0	0	0	llm:llmg_2273	0	COG0537;ENOG4105K59	K02503	F, G	961	1	3	3	23.5	14.827	132	0	3.9306	40985000	4553900	721700	479980	825380	445240	414010	640160	646390	381030	0.0367508532265376	0.969917133258679	0.00319445133209229	0.00310119838757761	132	14826.91198	9	A2RNF0	A2RNF0	tr|A2RNF0|A2RNF0_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_2273 PE=4 SV=1	llmg_2273	Uncharacterized protein
7.40050363540649	7.47418689727783	7.46134853363037	7.44535493850708	7.26059627532959	7.29159069061279	7.36078262329102	7.4268364906311					Uncharacterized protein	llmg_2274		llmg_2274	0	0			73			llmg_2274	8,705				0	0	0	0	0	llm:llmg_2274	0			#N/A	962	1	6	6	72.6	8.705	73	0	50.965	148540000	29708000	5110100	5081800	5626600	3293000	2304100	2007300	4732000	1553600	1.46637394134097	0.29059375	0.110396981239319	0.106106793265153	73	8705.06058	5	A2RNF1	A2RNF1	tr|A2RNF1|A2RNF1_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_2274 PE=4 SV=1	llmg_2274	Uncharacterized protein
9.27646160125732	9.20951461791992	9.17693042755127	9.23050022125244	9.25404071807861	9.2636833190918	9.31607532501221	9.13965892791748					50S ribosomal protein L1	rplA llmg_2276	rplA	llmg_2276	0	0			229		rplA	llmg_2276	23,950	regulation of translation [GO:0006417];translation [GO:0006412]	rRNA binding [GO:0019843];structural constituent of ribosome [GO:0003735];tRNA binding [GO:0000049]	large ribosomal subunit [GO:0015934]	0	0	0	0	0	llm:llmg_2276	0	COG0081;ENOG4105C64	K02863	J	963	1	20	20	67.2	23.949	229	0	250.24	11000000000	1004300000	163360000	114010000	121660000	101540000	110720000	119860000	192130000	81013000	0.18364856813894	0.818314980793854	-0.0200128555297852	-0.0191949698233174	229	23949.64138	11	A2RNF3	A2RNF3	sw|A2RNF3|RL1_LACLM 50S ribosomal protein L1 OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=rplA PE=3 SV=1	rplA	50S ribosomal protein L1
8.63900852203369	8.7330846786499	8.64064025878906	8.55955982208252	8.67279052734375	8.71125888824463	8.62716102600098	8.63448715209961					50S ribosomal protein L11	rplK llmg_2277	rplK	llmg_2277	0	0			141		rplK	llmg_2277	14,689	translation [GO:0006412]	rRNA binding [GO:0019843];structural constituent of ribosome [GO:0003735]	ribosome [GO:0005840]	0	0	0	0	0	llm:llmg_2277	0	COG0080;ENOG4108UIK	K02867	J	964	1	10	10	63.8	14.689	141	0	202.06	2670200000	333770000	62328000	53834000	45962000	32631000	42432000	36169000	29580000	30838000	0.176637564807894	0.834099110546379	-0.0183510780334473	-0.0176380405541169	141	14689.24318	8	A2RNF4	A2RNF4	sw|A2RNF4|RL11_LACLM 50S ribosomal protein L11 OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=rplK PE=3 SV=1	rplK	50S ribosomal protein L11
6.87916469573975	7.04143238067627	7.077476978302	7.03140830993652	6.96041345596313	6.95934677124023	6.94287061691284	6.97298908233643					Putative bacitracin transport ATP-binding protein	bcrA llmg_2279	bcrA	llmg_2279	0	0			292		bcrA	llmg_2279	33,116		ATP binding [GO:0005524];ATPase activity [GO:0016887]		0	0	0	0	0	llm:llmg_2279	0	COG1131;ENOG4105CJ1	K01990	V	965	1	7	7	25	33.116	292	0	22.162	57829000	3855300	770730	580470	702870	508000	223130	240370	567360	262330	0.50047214650697	0.551899529042386	0.0484656095504761	0.046409756515004	292	33116.15418	15	A2RNF6	A2RNF6	tr|A2RNF6|A2RNF6_LACLM Putative bacitracin transport ATP-binding protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=bcrA PE=4 SV=1	bcrA	Putative bacitracin transport ATP-binding protein
7.10815906524658	7.09359693527222	7.17108249664307	7.15527534484863	7.02849006652832	7.10564661026001	7.13235569000244	7.21505546569824					Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)	pmsR msrA llmg_2281	pmsR	llmg_2281	0	0			173	1.8.4.11	pmsR	llmg_2281	20,055	cellular protein modification process [GO:0006464]	peptide-methionine (S)-S-oxide reductase activity [GO:0008113]		0	0	0	0	0	llm:llmg_2281	0	COG0225;ENOG4108HW8	K07304	O	966	1	5	5	42.8	20.055	173	0	95.511	81030000	10129000	1949700	1279500	1681900	1258800	495930	535140	2150200	777670	0.100028146525694	0.89211961722488	0.0116415023803711	0.0111647607874684	173	20055.15978	8	A2RNF8	A2RNF8	tr|A2RNF8|A2RNF8_LACLM Peptide methionine sulfoxide reductase MsrA OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=pmsR PE=3 SV=1	pmsR	Peptide methionine sulfoxide reductase MsrA
7.0557222366333	7.13401746749878	7.14401340484619	7.19097566604614	7.4353346824646	7.36191654205322	7.2457594871521	7.49789667129517					Uncharacterized protein	llmg_2282		llmg_2282	0	0			285			llmg_2282	32,259		nucleic acid binding [GO:0003676]		0	0	0	0	0	llm:llmg_2282	0	COG2996;ENOG4105QNR	K00243	S	967	1	6	6	23.9	32.258	285	0	24.491	106560000	6659800	671710	700410	775130	679720	939900	1069700	980220	843070	2.22837770911773	0.149382352941176	-0.254044651985168	-0.239440430733624	285	32258.75688	16	A2RNF9	A2RNF9	tr|A2RNF9|A2RNF9_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_2282 PE=4 SV=1	llmg_2282	Uncharacterized protein
8.19256782531738	8.0447359085083	8.25049304962158	8.2534351348877	8.37955951690674	8.26287841796875	8.21013069152832	8.46765232086182					Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	frr llmg_2284	frr	llmg_2284	0	0			185		frr	llmg_2284	20,786	translation [GO:0006412]		cytoplasm [GO:0005737]	0	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00040}.	0	0	0	llm:llmg_2284	0	COG0233;ENOG4108VCV	K02838	J	968	1	10	10	44.3	20.786	185	0	40.457	1090000000	98725000	16900000	7658800	13435000	10507000	10584000	8386900	19442000	11811000	0.979491273033097	0.259799331103679	-0.144747257232666	-0.134546132214626	185	20785.91378	11	A2RNG1	A2RNG1	sw|A2RNG1|RRF_LACLM Ribosome-recycling factor OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=frr PE=3 SV=1	frr	Ribosome-recycling factor
8.38571357727051	8.44332599639893	8.40227890014648	8.38370800018311	8.71875095367432	8.65902233123779	8.59078598022461	8.74271774291992					Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA2 ackA llmg_2288	ackA2	llmg_2288	0	0			395	2.7.2.1	ackA2	llmg_2288	43,174	acetyl-CoA biosynthetic process [GO:0006085];organic acid metabolic process [GO:0006082]	acetate kinase activity [GO:0008776];ATP binding [GO:0005524];magnesium ion binding [GO:0000287]	cytoplasm [GO:0005737]	0	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00020, ECO:0000256|SAAS:SAAS00011667}.	0	0	0	llm:llmg_2288	0	COG0282;ENOG4105C6H	K00925	C	969	1	19	19	59.2	43.174	395	0	113.25	2091700000	87153000	10465000	8748300	9050600	6742200	13217000	12406000	16103000	10421000	3.53028282430608	0.127491525423729	-0.274062633514404	-0.264375646609904	395	43174.4596799999	24	A2RNG4	A2RNG4	tr|A2RNG4|A2RNG4_LACLM Acetate kinase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=ackA2 PE=3 SV=1	ackA2	Acetate kinase
8.42038440704346	8.41760444641113	8.46407222747803	8.40732288360596	8.25056648254395	8.30875682830811	8.29552268981934	8.30879878997803					Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA1 ackA llmg_2289	ackA1	llmg_2289	0	0			395	2.7.2.1	ackA1	llmg_2289	43,144	acetyl-CoA biosynthetic process [GO:0006085];organic acid metabolic process [GO:0006082]	acetate kinase activity [GO:0008776];ATP binding [GO:0005524];magnesium ion binding [GO:0000287]	cytoplasm [GO:0005737]	0	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00020, ECO:0000256|SAAS:SAAS00011667}.	0	0	0	llm:llmg_2289	0	COG0282;ENOG4105C6H	K00925	C	970	1	20	20	64.3	43.144	395	0	181.73	1450700000	72533000	15052000	11848000	11728000	9486400	4447000	6555400	9337400	4078400	3.47559392019635	0.259694352159468	0.13643479347229	0.133934924915879	395	43144.4441799999	20	A2RNG5	A2RNG5	tr|A2RNG5|A2RNG5_LACLM Acetate kinase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=ackA1 PE=3 SV=1	ackA1	Acetate kinase
8.7886848449707	8.75117874145508	8.78568553924561	8.82525062561035	8.93698120117188	8.93659400939941	8.9163064956665	9.00380516052246					GTP-binding protein TypA/BipA homolog	typA llmg_2292	typA	llmg_2292	0	0			613		typA	llmg_2292	68,253		GTP binding [GO:0005525];GTPase activity [GO:0003924]		0	0	0	0	0	llm:llmg_2292	0	COG1217;ENOG4105CI3	K06207	T	972	1	26	26	42.7	68.253	613	0	317.08	4467900000	165480000	24110000	16705000	18343000	16467000	21079000	23315000	26466000	18993000	3.23494388328647	0.246840336134454	-0.160721778869629	-0.156900368184982	613	68253.4944799999	27	A2RNG8	A2RNG8	tr|A2RNG8|A2RNG8_LACLM GTP-binding protein TypA/BipA homolog OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=typA PE=4 SV=1	typA	GTP-binding protein TypA/BipA homolog
8.25365257263184	8.2741117477417	8.33965015411377	8.35606384277344	8.32809448242188	8.22346973419189	8.31655693054199	8.32842063903809					Glucokinase (EC 2.7.1.2)	glk llmg_2299	glk	llmg_2299	0	0			323	2.7.1.2	glk	llmg_2299	33,756	glycolytic process [GO:0006096]	glucokinase activity [GO:0004340]	cytoplasm [GO:0005737]	0	0	0	0	0	llm:llmg_2299	0	COG1940;ENOG4105DKQ	K00845	G	975	1	10	10	42.1	33.756	323	0	78.517	1220500000	81367000	12787000	10605000	11176000	9210100	8581200	8548000	13654000	6804500	0.0676310442720127	0.937815668202765	0.00673413276672363	0.00650328284068635	323	33756.12018	15	A2RNH4	A2RNH4	tr|A2RNH4|A2RNH4_LACLM Glucokinase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=glk PE=4 SV=1	glk	Glucokinase
8.21072006225586	8.2274751663208	8.2208137512207	8.19906902313232	8.36877059936523	8.34496212005615	8.32711315155029	8.31567668914795					Uncharacterized protein	llmg_2300		llmg_2300	0	TRANSMEM 6 23 Helical. {ECO:0000256|SAM:Phobius}.			128			llmg_2300	14,266			integral component of membrane [GO:0016021]	0	0	0	TRANSMEM 6 23 Helical. {ECO:0000256|SAM:Phobius}.	0	llm:llmg_2300	0	COG0607		P	976	1	5	5	49.2	14.266	128	0	42.307	1112900000	139110000	17487000	17484000	17270000	12913000	17168000	17624000	25922000	13242000	4.10868407942589	0.26763963963964	-0.124611139297485	-0.122996623720379	128	14265.97978	8	A2RNH5	A2RNH5	tr|A2RNH5|A2RNH5_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_2300 PE=4 SV=1	llmg_2300	Uncharacterized protein
8.351487159729	8.06160354614258	8.1241455078125	7.98875951766968	7.95010662078857	8.27388095855713	7.90231847763062	8.12205219268799					Non-heme iron-binding ferritin	dpsA llmg_2302	dpsA	llmg_2302	0	0			148		dpsA	llmg_2302	16,595	cellular iron ion homeostasis [GO:0006879];response to stress [GO:0006950]	ferric iron binding [GO:0008199];oxidoreductase activity, oxidizing metal ions [GO:0016722]	cell [GO:0005623]	0	0	0	0	0	llm:llmg_2302	0	COG0783;ENOG4105HUF	K04047	P	977	1	9	9	79.1	16.595	148	0	178.88	823780000	82378000	28286000	9371400	8075600	3370000	5469900	12760000	8336000	6709400	0.24409944481662	0.446929982046679	0.0694093704223633	0.0622197592342191	148	16594.75748	10	A2RNH7	A2RNH7	tr|A2RNH7|A2RNH7_LACLM Non-heme iron-binding ferritin OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=dpsA PE=3 SV=1	dpsA	Non-heme iron-binding ferritin
7.89064455032349	8.06073570251465	8.06692218780518	8.09597110748291	7.49054861068726	7.47548246383667	7.45750331878662	7.51587390899658					Aminotransferase (EC 2.6.1.-)	arcT llmg_2308	arcT	llmg_2308	0	0	+	ccpa mutant_wt	376	2.6.1.-	arcT	llmg_2308	42,639	biosynthetic process [GO:0009058]	pyridoxal phosphate binding [GO:0030170];transaminase activity [GO:0008483]		0	0	0	0	0	llm:llmg_2308	0	COG0436;ENOG4105CHM		E	979	1	12	12	23.7	42.638	376	0	18.346	412500000	19643000	4561700	4187200	4134100	3485000	881720	1068800	597880	726470	4.53614830011387	0.0415	0.543716311454773	0.518704219349462	376	42638.8302799999	21	A2RNI2	A2RNI2	tr|A2RNI2|A2RNI2_LACLM Aminotransferase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=arcT PE=3 SV=1	arcT	Aminotransferase
9.14699554443359	9.22708892822266	9.2957649230957	9.23261451721191	8.57312679290771	8.62593936920166	8.68542861938477	8.67119121551514					Carbamate kinase	arcC2 llmg_2309	arcC2	llmg_2309	0	0	+	ccpa mutant_wt	314		arcC2	llmg_2309	34,077	arginine metabolic process [GO:0006525]	carbamate kinase activity [GO:0008804]		0	0	0	0	0	llm:llmg_2309	0	COG0549;ENOG4105C5B	K00926	E	980	1	19	19	53.5	34.077	314	0	219.32	6959800000	497130000	119550000	105400000	116590000	58400000	18302000	25822000	36984000	16090000	5.22325193646723	0.0467096774193548	0.586694478988647	0.564325239321887	314	34077.15738	14	A2RNI3	A2RNI3	tr|A2RNI3|A2RNI3_LACLM Carbamate kinase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=arcC2 PE=3 SV=1	arcC2	Carbamate kinase
